Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class,Class_encoded
0.2312961989413167,-0.03876000363506922,-0.27319185253833284,0.9451504769967628,-0.946016632073384,0.23716253419832878,0.9097274051915828,Osmancik,1
1.5641759706542755,1.3784862361232821,1.3201928218172057,1.235296519449361,0.5374737277361641,1.569789600911527,1.0078469877928622,Cammeo,0
-0.8093107613452225,-0.9601879042707369,-1.0331298864227223,-0.16414816376031854,-1.0175353546155521,-0.7792192768354683,-0.249349260862084,Osmancik,1
-0.15647168948581416,0.0004614636605016471,0.1789104306857946,-0.6055090269266535,0.7167578360086998,-0.16927744680853074,-1.0163309454289706,Osmancik,1
0.8407284176185835,1.0177025997275113,1.0371497910643237,0.3350349945804707,0.8553207029011192,0.8764176499566904,1.170966194837458,Cammeo,0
-0.06097661248510283,-0.2637240804760867,-0.4791827169833736,0.5962692061125656,-0.9230905101137744,-0.07739157038118247,0.00620717167836928,Osmancik,1
0.6896725685447311,0.8335297038377507,0.8368153784779643,0.3742979579704562,0.6616153243636677,0.7337972405326467,1.2173899802459056,Cammeo,0
-2.5178045025943123,-2.3711304954542602,-2.066919652437499,-2.584950765899485,-0.0018577017240146232,-2.4720615278252036,-1.0096643766136915,Osmancik,1
0.03856977081260838,-0.03752714574209455,-0.10035379049975765,0.2245536704673298,-0.16000150623910123,0.04268015771099656,-0.7410848794108321,Cammeo,0
-0.5807013345859439,-0.7072365853170107,-0.8762252093409656,0.0752959162569332,-1.011143100055671,-0.6067218646467041,0.9691796545429763,Osmancik,1
-1.6218870529149116,-1.9586873774584814,-1.8614175848952186,-0.9269804334316678,-1.5676676877446243,-1.6715833405440101,-0.38946521882903623,Osmancik,1
-0.528613110767374,-0.7026702233153618,-0.7823004012827682,0.05640448450017977,-0.8645426180126209,-0.5610607849496783,-0.6635296137347129,Osmancik,1
-1.040813978316644,-1.6733500273078894,-1.9967446233016513,0.8194308208219999,-2.940837909861246,-1.0751707193161912,1.104137756942675,Osmancik,1
0.24923769825660186,0.07831703807655767,0.36014342705252594,-0.07276600471992804,0.5251335233055415,0.17289879240251466,-0.8175271219699262,Osmancik,1
1.2308113382154287,1.2680488437853317,1.457173579513189,0.49446894794161506,1.0897874535648189,1.1983000759690576,-1.1084380434860985,Cammeo,0
1.4119626054955658,1.697525406858596,2.0227133385982143,0.2290226700943705,1.620178326086755,1.4034930760890256,-0.10772304699552321,Cammeo,0
0.48710725369473734,0.4805903609010939,0.3736040747365591,0.5422025106246887,0.11269264658180178,0.5556626580109163,-1.194634472003543,Cammeo,0
-0.6854565402655121,-0.5971916213929821,-0.981048184350544,0.08329091558971244,-1.1685846165137304,-0.6236333756456025,1.2544475565690894,Osmancik,1
-0.3879749064572356,-0.5922610447849481,-0.2647158877075817,-0.48503190364770965,0.19508680132136402,-0.47086605962221983,-0.23824062681399283,Osmancik,1
-1.0894296538806425,-1.1473591584341867,-1.0267755266868395,-0.9703269964808574,-0.3008518256601237,-1.1185769308800306,-0.5099355088884144,Cammeo,0
-0.48057619324580414,-0.6164949955313885,-0.5945675387937709,-0.05309693969473848,-0.5257961235669011,-0.5182182904191355,-0.8042587757058474,Osmancik,1
0.3383664367905991,0.5637680853752395,0.5184552467331378,0.048830418465604965,0.5897927547437654,0.3623077155901773,-1.324487168989805,Cammeo,0
-0.3208389735355234,-0.2222891117346672,0.01210696285134837,-0.6622366221924657,0.6002238822520198,-0.3541766337298205,1.0081879137926717,Osmancik,1
-1.0130335922800733,-1.2750257825746516,-1.1782607443476183,-0.6000095607189435,-0.827246822461673,-1.0436025654515808,-0.46051203747711816,Osmancik,1
1.2215512095365717,1.0807655893555992,1.0247024603106132,1.1087978633396094,0.3560626899194832,1.1864620182698287,1.104905226105142,Cammeo,0
